1,a1,https://disk.yandex.ru/i/UtfaKtTmbY8qLA
2,a0,еще не сдано или не проверено
3,a2,https://disk.yandex.ru/i/YQZl62eh_8uFrw
4,a3,https://disk.yandex.ru/i/YQZl62eh_8uFrw
5,a2,кайф
6,a1,плохо
7,a0,еще не сдано или не проверено
8,a0,еще не сдано или не проверено
9,a0,еще не сдано или не проверено
10,a0,еще не сдано или не проверено
11,a0,еще не сдано или не проверено
